Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES
dufry-the-nuance-group-toronto-pearson-duty-free-t1,DUFRY THE NUANCE GROUP - TORONTO PEARSON DUTY-FREE T1,TRUE,Toronto Pearson International Airport,"",L5P 1B1,Mississauga,Ontario,Canada,(+1) 905-673-7299,,https://toronto.shopdutyfree.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,DUFRY THE NUANCE GROUP - TORONTO PEARSON DUTY-FREE T1,"",DUFRY THE NUANCE GROUP - TORONTO PEARSON DUTY-FREE T1,"",43.6697662,-79.6305599,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/FOSSIL"">FOSSIL</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MICHAEL-KORS"">MICHAEL KORS</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/SWAROVSKI"">SWAROVSKI</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
dufry-the-nuance-group-toronto-pearson-duty-free-t3,DUFRY THE NUANCE GROUP - TORONTO PEARSON DUTY-FREE T3,TRUE,Toronto Pearson International Airport,"",L5P 1B1,Mississauga,Ontario,Canada,(+1) 905-673-7299,,https://toronto.shopdutyfree.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,DUFRY THE NUANCE GROUP - TORONTO PEARSON DUTY-FREE T3,"",DUFRY THE NUANCE GROUP - TORONTO PEARSON DUTY-FREE T3,"",43.6697662,-79.6305599,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/FOSSIL"">FOSSIL</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MICHAEL-KORS"">MICHAEL KORS</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/SWAROVSKI"">SWAROVSKI</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
e-d-marshall,E.D. MARSHALL,TRUE,10261 N. Scottsdale Rd.,"",85253,Scottsdale,Arizona,USA,(+1) 480-922-1668,,,,,,,,,,,E.D. MARSHALL,"",E.D. MARSHALL,"",33.5794952,-111.9256536,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>","","","",,"","","",,"","","",,"","","",,"","",""
e-d-marshall-jewelers,E.D. MARSHALL JEWELERS,TRUE,"North Scottsdale Road, 10261","",85253,Scottsdale,Arizona,USA,,,http://www.edmarshalljewelers.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,E.D. MARSHALL JEWELERS,"",E.D. MARSHALL JEWELERS,"",33.5794952,-111.9256536,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
ebel-collection,EBEL COLLECTION,TRUE,777 NW 72nd Ave,"",33126,Miami,Florida,USA,,,,,,,,,,,,EBEL COLLECTION,"",EBEL COLLECTION,"",25.7861943,-80.3198735,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
eds-jewelry-and-watch-service-center,EDS JEWELRY AND WATCH SERVICE CENTER,TRUE,9711 S. Eastern Ave,"",89183,Las Vegas,Nevada,USA,(+1) 702-505-6499,,,,,,,,,,,EDS JEWELRY AND WATCH SERVICE CENTER,"",EDS JEWELRY AND WATCH SERVICE CENTER,"",36.0126832,-115.1197884,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>","","","",,"","","",,"","","",,"","","",,"","",""
el-corte-ingl-s,EL CORTE INGLÉS,TRUE,Av. António Augusto Aguiar 31,"",1069-413,Lisbon,Lisbon,Poland,(+35)121-7932123,servicio_clientes@elcorteingles.es,www.elcorteingles.es,,,,,,,,,EL CORTE INGLÉS,"",EL CORTE INGLÉS,"",38.7328007,-9.1531394,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
el-corte-ingl-s-gaia,EL CORTE INGLÉS GAIA,TRUE,Av. da República 1435,"",4430-999,Vila Novade Gaia,Porto,Poland,(+35)122-378-1400,servicio_clientes@elcorteingles.es,www.elcorteingles.pt,,,,,,,,,EL CORTE INGLÉS GAIA,"",EL CORTE INGLÉS GAIA,"",41.1254595,-8.6049018,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
eli-adams,ELI ADAMS,TRUE,114 Essex St.,"",7662,Rochelle Park,New Jersey,USA,,,,,,,,,,,,ELI ADAMS,"",ELI ADAMS,"",40.8930132,-74.0742,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
emil-s-jewelry-design,EMIL’S JEWELRY DESIGN,TRUE,1184 Vestal Ave,"",13903,Binghamton,New York,USA,,,,,,,,,,,,EMIL’S JEWELRY DESIGN,"",EMIL’S JEWELRY DESIGN,"",42.0889717,-75.9140326,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
eredi-bonaglia-sa,EREDI BONAGLIA SA,TRUE,Corso Pestalozzi 21a,"",6900,Lugano,Ticino,Switzerland,(+41)091-922-86-45,info@eredi-bonaglia.ch,www.eredi-bonaglia.ch,,,,,,,,,EREDI BONAGLIA SA,"",EREDI BONAGLIA SA,"",46.0059294,8.9538827,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
european-boutique-eaton-center,EUROPEAN BOUTIQUE EATON CENTER,TRUE,"Eaton Center, 220 YONGE STREET","",M5B 2H1,Toronto,Ontario,Canada,(+1) 416-599-5440,,https://european.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,EUROPEAN BOUTIQUE EATON CENTER,"",EUROPEAN BOUTIQUE EATON CENTER,"",43.65361076,-79.38086575,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/RAYMOND-WEIL"">RAYMOND WEIL</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
european-boutique-sherway,EUROPEAN BOUTIQUE SHERWAY,TRUE,"Sherway gardens, 25 THE WEST MALL","",M9C 1B8,Etobicoke,Ontario,Canada,(+1) 416-695-4414,,https://european.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,EUROPEAN BOUTIQUE SHERWAY,"",EUROPEAN BOUTIQUE SHERWAY,"",43.6126309,-79.5534704,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/RAYMOND-WEIL"">RAYMOND WEIL</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
european-boutique-square-one,EUROPEAN BOUTIQUE SQUARE ONE,TRUE,"Square one, 100 CITY CENTRE DRIVE","",L5B 2C9,Mississauga,Ontario,Canada,(+1) 905-270-3630,,https://european.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,EUROPEAN BOUTIQUE SQUARE ONE,"",EUROPEAN BOUTIQUE SQUARE ONE,"",43.5930011,-79.6424732,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/RAYMOND-WEIL"">RAYMOND WEIL</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
european-boutique-yorkdale,EUROPEAN BOUTIQUE YORKDALE,TRUE,"Yorkdale, 3401 DUFFERIN ST","",M6A 2T9,North York,Ontario,Canada,(+1) 416-785-3444,,https://european.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,EUROPEAN BOUTIQUE YORKDALE,"",EUROPEAN BOUTIQUE YORKDALE,"",43.72609857,-79.45282775,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FRÉDÉRIQUE CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/RAYMOND-WEIL"">RAYMOND WEIL</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
exquisite-timepieces-shop,EXQUISITE TIMEPIECES - SHOP,TRUE,"Gulf Shore Boulevard North, 4380","",34103,Naples,Florida,USA,(+1) 239-766-7793,nick@exquisitetimepieces.com,https://www.exquisitetimepieces.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,EXQUISITE TIMEPIECES - SHOP,"",EXQUISITE TIMEPIECES - SHOP,"",26.196932,-81.8112543,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>, <a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
family-co-jewelers,FAMILY & CO JEWELERS,TRUE,65 NJ-70,"",8053,Marlton,New Jersey,USA,(+1) 856-983-6337,,www.familyjewelers.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,FAMILY & CO JEWELERS,"",FAMILY & CO JEWELERS,"",39.8926662,-74.9181974,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
family-co-jewelers-2,FAMILY & CO. JEWELERS,TRUE,"Plaza 70 Shopping Center, 65 NJ-70","",8053,Marlton,New Jersey,USA,,,,,,,,,,,,FAMILY & CO. JEWELERS,"",FAMILY & CO. JEWELERS,"",39.8926998,-74.9183785,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
feature,FEATURE,TRUE,3735 W Spring Mountain Rd #205,"",89102,Las Vegas,Nevada,USA,(+1) 702-463-3322,,,,,,,,,,,FEATURE,"",FEATURE,"",36.1260298,-115.1892274,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
feldmar-watch-company,FELDMAR WATCH COMPANY,TRUE,9000 W Pico Blvd,"",90035,Los Angeles,California,USA,(+1) 310-274-8016,info@feldmarwatch.com,https://feldmarwatch.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,FELDMAR WATCH COMPANY,"",FELDMAR WATCH COMPANY,"",34.054934,-118.3879694,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>, <a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>, <a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
finch-centre-jewellers-maple,FINCH CENTRE JEWELLERS MAPLE,TRUE,2563 Major MacKenzie Dr W,"",L6A 2E8,Maple,Ontario,Canada,(+1) 905-832-2753,info@finchcentrejewellersmaple.com,https://maple.finchcentrejewellers.com/?utm_source=WatchDNA.com&utm_medium=referral&utm_content=maple,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Finch_Centre_jewellers_Maple_855801a3-2596-4fbf-980c-c6f3cc71f429.webp?v=1710720225,,,,,,,,FINCH CENTRE JEWELLERS MAPLE,"A FAMILY-OWNED AND OPERATED BUSINESS, WITH THE UTMOST PRIDE IN SERVING OUR COMMUNITY. OVER THE YEARS, WE HAVE DEVELOPED OUR JEWELLERY DESIGN AND MANUFACTURING SKILLS, ENABLING US TO CUSTOMIZE YOUR CREATIONS USING CAD/CAM TECHNOLOGY ACCORDING TO YOUR SPECIFICATIONS.",FINCH CENTRE JEWELLERS MAPLE,"A FAMILY-OWNED AND OPERATED BUSINESS, WITH THE UTMOST PRIDE IN SERVING OUR COMMUNITY. OVER THE YEARS, WE HAVE DEVELOPED OUR JEWELLERY DESIGN AND MANUFACTURING SKILLS, ENABLING US TO CUSTOMIZE YOUR CREATIONS USING CAD/CAM TECHNOLOGY ACCORDING TO YOUR SPECIFICATIONS.",43.851878,-79.522317,1,"","","","","","","","","","GUCCI, HAMILTON, TAG HEUER, TISSOT, FREDERIQUE CONSTANT, MONTBLANC, MOVADO, SWAROVSKI, BAUME & MERCIER, U-BOAT","<a href=""https://watchdna.com/blogs/history/BAUME-MERCIER"">BAUME & MERCIER</A>, <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE-CONSTANT</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/SWAROVSKI"">SWAROVSKI</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG-HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>, <a href=""https://watchdna.com/blogs/history/UBOAT"">UBOAT</A>","","","",Instagram,"","","",https://www.instagram.com/finchcentrejewellersmaple/,"","","",,"","","",,"","",""
finch-centre-jewellers-woodbridge,FINCH CENTRE JEWELLERS WOODBRIDGE,TRUE,31 Colossus Dr #104,"",L4L 9K4,Woodbridge,Ontario,Canada,(+1) 905-264-6669,woodbridge@finchcentrejewellers.com,https://finchcentrejewellers.com/?utm_source=WatchDNA.com&utm_medium=referral&utm_content=woodbridge,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Finch_Centre_Jewellers_Woodbridge_d4aafaf9-0c9d-489d-add4-339e61c59f6e.webp?v=1710684613,,,,,,,,FINCH CENTRE JEWELLERS WOODBRIDGE,"Since 1973, Finch Centre Jewellers in Woodbridge has been synonymous with excellence in both service and quality. Established by Tony M., an artisan from Calabria, Italy, who emigrated to Canada in 1959, the store has proudly served generations of families, offering an unparalleled selection of jewellery that celebrates life's special moments. Customers trust Finch Centre Jewellers to provide the latest in men's and women's fashion, whether they're searching for diamond engagement rings, elegant necklaces, or premium watches.",FINCH CENTRE JEWELLERS WOODBRIDGE,"Since 1973, Finch Centre Jewellers in Woodbridge has been synonymous with excellence in both service and quality. Established by Tony M., an artisan from Calabria, Italy, who emigrated to Canada in 1959, the store has proudly served generations of families, offering an unparalleled selection of jewellery that celebrates life's special moments. Customers trust Finch Centre Jewellers to provide the latest in men's and women's fashion, whether they're searching for diamond engagement rings, elegant necklaces, or premium watches.",43.785306,-79.544627,1,"","","","","","","","","","GUCCI, HAMILTON, LONGINES, MOVADO, RADO, SWAROVSKI, TISSOT, BAUME & MERCIER, U-BOAT, BOSS, CALVIN KLEIN, COACH, LACOSTE","<a href=""https://watchdna.com/blogs/history/BAUME-MERCIER"">BAUME & MERCIER</A>, <a href=""https://watchdna.com/blogs/history/BOSS"">BOSS</A>, <a href=""https://watchdna.com/blogs/history/CALVIN-KLEIN"">CALVIN KLEIN</A>, <a href=""https://watchdna.com/blogs/history/COACH"">COACH</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LACOSTE"">LACOSTE</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/SWAROVSKI"">SWAROVSKI</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>, <a href=""https://watchdna.com/blogs/history/UBOAT"">UBOAT</A>","","","",Instagram,"","","",https://www.instagram.com/finchcentrejewellers/,"","","",,"","","",,"","",""
fink-optik,FINK OPTIK,TRUE,Bahnhofstrasse 15,"",94469,Deggendorf,Bavaria,Germany,(+49)-991-5152,info@finkoptik.de,www.finkoptik.de,,,,,,,,,FINK OPTIK,"",FINK OPTIK,"",48.8335759,12.9595837,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
first-class-watches,FIRST CLASS WATCHES™,TRUE,9 Warwick Road,"",CV81HD,Kenilworth,Warwickshire,United Kingdom,(+44)-1926-298499,info@firstclasswatches.co.uk,www.firstclasswatches.co.uk/,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/First_Class_logo.jpg?v=1753477666,,,,,,,,FIRST CLASS WATCHES™,"FirstClassWatches.co.uk is a reputable UK-based online retailer specializing in watches and jewellery from a wide range of well-known brands. As an official authorised dealer, the company offers genuine products with full manufacturer warranties and original packaging. Known for its competitive pricing, fast shipping, and excellent customer service, First Class Watches has earned a strong reputation, reflected in thousands of positive customer reviews and a high Trustpilot rating. With over 15 years of experience and a physical retail presence in Kenilworth, they continue to serve both domestic and international customers with reliability and professionalism.",FIRST CLASS WATCHES™,"",52.3423772,-1.5786953,1,"","","","","","","","","",FORTIS,"<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
fontana-jeweler,FONTANA JEWELER,TRUE,"Valley View Drive, 553","",53125,Fontana-on-Geneva Lake,Wisconsin,USA,,,https://www.fontanadiamonds.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,FONTANA JEWELER,"",FONTANA JEWELER,"",42.5467117,-88.5803315,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
fords-jewelers,FORDS JEWELERS,TRUE,"New Brunswick Avenue, 449","",8863,Woodbridge Township,New Jersey,USA,,,http://www.fordsjewelers.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,FORDS JEWELERS,"",FORDS JEWELERS,"",40.527239,-74.3097512,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
fortis-watches,FORTIS WATCHES,TRUE,John Harwood-Strasse 13,"",2540,Grenchen,Solothurn,Switzerland,(+41)32-653-33-61,info@fortis-swiss.com,www.fortis-swiss.com,,,,,,,,,FORTIS WATCHES,"",FORTIS WATCHES,"",47.1911114,7.3898062,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
fosters-jewellery,FOSTERS JEWELLERY,TRUE,622 3rd Avenue,"",T1JOH5,Lethbridge,Alberta,Canada,(+1) 403-327-4429,info@fostersjewellery.com,https://fostersjewellery.ca/?utm_source=WatchDNA.com&utm_medium=referral,,,,,,,,,FOSTERS JEWELLERY,"",FOSTERS JEWELLERY,"",49.6955999,-112.8373969,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>,<a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>,<a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",,"","","",,"","","",,"","","",,"","",""
friedrich-g-nther-gmbh,FRIEDRICH GÜNTHER GMBH,TRUE,Turmstraße 26,"",72202,Nagold,Baden-Württemberg,Germany,(+49)-7452-932060,info@guenther-nagold.de,www.guenther-nagold.de,,,,,,,,,FRIEDRICH GÜNTHER GMBH,"",FRIEDRICH GÜNTHER GMBH,"",48.551786,8.7241285,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
gables-fancy-corner,GABLES FANCY CORNER,TRUE,1607 Ponce de Leon Blvd #102,"",33134,Coral Gables,Florida,USA,,,,,,,,,,,,GABLES FANCY CORNER,"",GABLES FANCY CORNER,"",25.7570819,-80.2585682,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
ganem-jewelers,GANEM JEWELERS,TRUE,18560 N. Scottsdale Road #190,"",85054,Phoenix,Arizona,USA,(+1) 480-820-1122,,,,,,,,,,,GANEM JEWELERS,"",GANEM JEWELERS,"",33.6544822,-111.9259184,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
